cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,68.23275862068965,66.96228448275862,70.31592839937699,29.75986612456802,60.50646551724138,59.15546062892693
1,80.08721722540201,82.44862360316162,86.08291558160467,66.84728747392087,41.98896156991006,71.49100109079984
2,85.93037214885955,88.44137655062025,86.41956555731535,71.89409260132742,38.62845138055222,74.26277164773495
3,83.10930074677529,81.06358904729576,85.81813166407092,66.38234434839335,66.13204344874406,76.50108185105589
4,87.00467687074831,85.8016581632653,86.874818802521,68.89812205588949,92.47448979591837,84.21075313766849
