cluster_id,ADL total,IADL total,Sarcopenia score,Fried frailty score,Frailty screen score,Fall risk score,Resilience score,Social function score,QoL general health,QoL energy,QoL depressed mood,QoL social limitation
0,91.77549523110785,10.954578754578755,1.618060695780903,1.1827715355805244,0.6980854197349042,31.358253145817912,46.38187221396731,0.9616519174041298,3.083209509658247,2.585438335809807,4.9539375928677565,4.960624071322437
1,97.23521320495186,9.173314993122421,0.8242214532871972,1.0580325548478415,0.4163799036476256,6.650519031141869,47.075694444444444,0.9467864547339323,2.839583333333333,2.4368055555555554,4.927083333333333,5.079861111111111
2,92.89280958721704,10.246666666666666,1.7282463186077643,1.4023876404494382,0.7947860962566845,30.704225352112676,43.87029569892473,1.2183523107836571,3.370221327967807,2.613011401743796,4.8162307176391685,4.802146210596915
3,95.123745819398,9.557267247153382,1.1140939597315436,1.004118050789293,0.5204286671131949,27.72971160295104,47.88686868686869,0.7632461435278337,3.040939597315436,2.361744966442953,5.009395973154362,5.055704697986577
