cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,78.5123585123585,81.57010857010857,82.51851724057606,60.45780783049255,39.818087318087315,68.57537589432461
1,82.3954205195949,80.21576398062528,85.134329174206,65.24018316190387,65.9065389696169,75.77844716118939
2,77.30994152046783,79.8579163959281,82.8529110630607,56.67938786746395,83.71345029239767,76.08272142786365
3,88.07717462393721,84.06627425332462,84.80816505542701,66.59828917944931,62.797580117724,77.26949664597242
