cluster_id,IC_cognition_cont_100,IC_psychological_cont_100,IC_vitality_cont_100,IC_locomotion_cont_100,IC_sensory_cont_100,IC_total_cont_100
0,66.22519841269842,67.01388888888889,74.00163043342337,32.751833932557375,58.75,59.74851033351361
1,85.03386550556363,82.73343009192067,86.60446079447745,68.60453506220597,66.73076923076923,77.94141213698738
2,83.33333333333334,93.33333333333333,69.68739495798319,42.64705882352941,100.0,77.80022408963585
3,86.43953159701191,86.74268120331114,86.69929847711343,71.6155223834124,63.92413688673531,79.08423410951683
