cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,61.71134578933117,66.03059842946115,74.79112615964338,37.57527419161691,57.77213647441105,59.57609620889273
1,80.62059480832045,79.49492865738354,83.02323113360868,58.89732560983254,62.57993811242909,72.92320366431485
2,90.41369472182596,90.2850689491203,87.91123422122058,75.36018228279933,62.44293865905849,81.28262376680493
3,91.28699242945629,88.49759119064005,88.67752057464416,74.99006444741764,70.2598072952512,82.74239518748188
