cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,64.44921316165951,65.2967095851216,72.95899996393408,30.88680884197574,57.336909871244636,58.18572828478712
1,84.99075101738809,87.01683314835368,86.21610948152846,72.01022388174474,38.59877913429523,73.76653933266203
2,84.97588036661843,82.69657501205981,86.60321960622164,68.52094527825133,66.72033285094066,77.90339062281838
3,87.12211614956244,85.57836117740653,86.57851760393895,68.39565273244577,91.60650357995226,83.85623024866119
