cluster_id,ADL total,IADL total,Sarcopenia score,Fried frailty score,Frailty screen score,Fall risk score,Resilience score,Social function score,QoL general health,QoL energy,QoL depressed mood,QoL social limitation
0,85.87099125364432,12.764061358655953,2.949889462048637,1.849768875192604,1.335285505124451,38.24354243542435,40.40622683469236,1.6409124356144225,3.810229799851742,3.1986656782802076,4.597479614529281,4.421052631578948
1,97.75626423690206,8.931766489764973,0.7259541984732825,1.001563721657545,0.3626707132018209,5.812356979405035,47.41271056661562,0.9056316590563166,2.7834736036725327,2.396327467482785,4.960979342004591,5.127773527161438
2,95.0702165008777,9.723815096547689,0.9277320799059929,1.0655048076923077,0.4084507042253521,27.923031727379552,47.90159104301709,0.7526439482961222,2.9206349206349205,2.2998236331569664,5.075837742504409,5.116990005878895
3,98.28389830508475,8.520848056537103,0.7696669029057406,0.7773775216138329,0.3689801699716714,22.79078014184397,48.9637526652452,0.6586402266288952,2.8716312056737587,2.1595744680851063,5.026950354609929,5.1879432624113475
