method,clusterer,k,silhouette,calinski_harabasz,davies_bouldin,stability_ari,min_cluster_ratio,external_separation
GroupMaskedFT,gmm,4,0.2085522562265396,2871.63671875,1.371164010903248,0.9005020962566608,0.2043153526970954,0.2383985754799603
PCA,kmeans,4,0.0769940689206123,469.2522277832031,2.777851320565607,0.6564341204787338,0.1933609958506224,0.2348764240089106
DualTowerTable,kmeans,4,0.1132355034351348,644.955810546875,2.245034672945639,0.9416028585082254,0.2132780082987551,0.1619552521517392
