cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,66.22519841269842,67.01388888888889,74.00163043342337,32.751833932557375,58.75,59.74851033351361
1,85.03263234227701,82.74111675126903,86.59219316152856,68.58571165666667,66.75489485134155,77.94130975261658
2,86.43953159701191,86.74268120331114,86.69929847711343,71.6155223834124,63.92413688673531,79.08423410951683
