cluster_id,Cognition,Psychological,Vitality,Locomotion,Sensory,Overall IC
0,64.42181200933588,67.73116910672609,76.09019149607647,40.48954498926409,58.22883513685551,61.39231054765161
1,80.76355247981546,81.00276816608998,83.42452534093222,60.81664526153016,59.693771626297575,73.14025257493307
2,90.98703888334995,88.77910712307524,88.09032212885154,74.30491475868502,67.91542040545032,82.01536065988242
