epoch,loss
1,3.0844465899974742
2,0.5400260598101514
3,0.21256879193985717
4,0.14818141197270535
5,0.11457853288726604
6,0.09434394728630147
7,0.07995989696776613
8,0.07325997354185328
9,0.06258127798742437
10,0.05758135726160191
11,0.05449829068272672
12,0.05101542087628486
13,0.04627830606508762
14,0.04482342564362161
15,0.041026309053314496
16,0.03680850474282782
17,0.03668429543997379
18,0.03592161243741817
19,0.03307060643713525
20,0.03367857258529105
