method,k,silhouette,calinski_harabasz,davies_bouldin,stability_ari,ic_eta2,ic_level_nmi,combined_score
DAE32,3,0.12055627256631851,828.3856811523438,2.1807515383275766,0.9966755784432186,0.25117034942926575,0.11078632492868058,0.9882718739206009
DAE32,4,0.10043037682771683,695.2581176757812,2.3614692512402837,0.9990517670911668,0.22428877249094084,0.08531373341248875,0.3799273697709701
DAE32,5,0.10720586776733398,628.47314453125,2.3816854612468186,0.9970131697997326,0.22001622404853788,0.07887196857628694,0.3682755048057943
DAE32,6,0.10436578094959259,562.0672607421875,2.3000000739837816,0.9585305681909932,0.20346790338847162,0.07048409111429109,0.11747552946896093
