method,k,silhouette,calinski_harabasz,davies_bouldin,stability_ari,ic_eta2,ic_level_nmi,combined_score
PCA32,3,0.18219963722310228,952.4166947675931,1.9888486799989706,0.9963201165023909,0.2621078548199147,0.12323852574109986,0.7028330561855387
PCA32,4,0.1598835138505512,892.3898045333232,1.9879092813136525,1.0,0.22662252338831526,0.09043638496612716,0.23250224850854623
PCA32,5,0.16966539599509967,787.3629362960485,1.8092287778638396,1.0,0.23128883217927573,0.08823335058019832,0.5015627809945634
PCA32,6,0.15950575595609803,681.2394108921045,2.005194584507824,0.8289437782436769,0.3042236165688692,0.11477126912892038,0.3516228296344202
